Human Gene Symbol	Term	Group1	Group2	Null Value	Estimate	Lower Confidence Interval	Upper Confidence Interval	Adjusted P Value	Significance
GPD1	Tissue	BRN_NAC	BRN_SN	0	17.6217	2.0350	33.2085	0.0120	*
GPD1	Tissue	BRN_NAC	BRN_SPC	0	116.5496	102.9359	130.1632	0.0000	****
GPD1	Tissue	BRN_PTRY	BRN_PUT	0	1.9534	-11.2909	15.1978	1.0000	ns
GPD1	Tissue	BRN_PTRY	BRN_SN	0	18.5285	3.3590	33.6980	0.0039	**
GPD1	Tissue	BRN_PTRY	BRN_SPC	0	117.4563	104.3224	130.5903	0.0000	****
GPD1	Tissue	BRN_PUT	BRN_SN	0	16.5751	0.3150	32.8352	0.0411	*
GPD1	Tissue	BRN_PUT	BRN_SPC	0	115.5029	101.1231	129.8826	0.0000	****
GPD1	Tissue	BRN_SN	BRN_SPC	0	98.9278	82.7575	115.0981	0.0000	****
GUCY1A3	Tissue	BRN_ACC	BRN_AMY	0	-0.2468	-2.2994	1.8058	1.0000	ns
GUCY1A3	Tissue	BRN_ACC	BRN_CAU	0	1.4102	-0.4825	3.3030	0.3790	ns
GUCY1A3	Tissue	BRN_ACC	BRN_CB_a	0	-2.3118	-4.2363	-0.3872	0.0051	**
GUCY1A3	Tissue	BRN_ACC	BRN_CTX_a	0	1.2257	-0.6772	3.1286	0.6150	ns
GUCY1A3	Tissue	BRN_ACC	BRN_HIPP	0	-1.3234	-3.2977	0.6509	0.5530	ns
GUCY1A3	Tissue	BRN_ACC	BRN_HYP	0	0.4479	-1.4766	2.3724	1.0000	ns
GUCY1A3	Tissue	BRN_ACC	BRN_NAC	0	4.0890	2.2152	5.9628	0.0000	****
GUCY1A3	Tissue	BRN_ACC	BRN_PTRY	0	2.3472	0.5363	4.1581	0.0014	**
GUCY1A3	Tissue	BRN_ACC	BRN_PUT	0	1.0551	-0.9192	3.0294	0.8440	ns
GUCY1A3	Tissue	BRN_ACC	BRN_SN	0	-1.9151	-4.1252	0.2951	0.1650	ns
GUCY1A3	Tissue	BRN_ACC	BRN_SPC	0	0.3159	-1.6451	2.2768	1.0000	ns
GUCY1A3	Tissue	BRN_AMY	BRN_CAU	0	1.6571	-0.2880	3.6021	0.1850	ns
GUCY1A3	Tissue	BRN_AMY	BRN_CB_a	0	-2.0649	-4.0409	-0.0890	0.0314	*
GUCY1A3	Tissue	BRN_AMY	BRN_CTX_a	0	1.4726	-0.4823	3.4275	0.3610	ns
GUCY1A3	Tissue	BRN_AMY	BRN_HIPP	0	-1.0766	-3.1011	0.9479	0.8480	ns
GUCY1A3	Tissue	BRN_AMY	BRN_HYP	0	0.6947	-1.2812	2.6707	0.9920	ns
GUCY1A3	Tissue	BRN_AMY	BRN_NAC	0	4.3358	2.4093	6.2624	0.0000	****
GUCY1A3	Tissue	BRN_AMY	BRN_PTRY	0	2.5940	0.7285	4.4595	0.0004	***
GUCY1A3	Tissue	BRN_AMY	BRN_PUT	0	1.3020	-0.7225	3.3264	0.6180	ns
GUCY1A3	Tissue	BRN_AMY	BRN_SN	0	-1.6682	-3.9233	0.5869	0.3910	ns
GUCY1A3	Tissue	BRN_AMY	BRN_SPC	0	0.5627	-1.4488	2.5742	0.9990	ns
GUCY1A3	Tissue	BRN_CAU	BRN_CB_a	0	-3.7220	-5.5314	-1.9126	0.0000	****
GUCY1A3	Tissue	BRN_CAU	BRN_CTX_a	0	-0.1845	-1.9709	1.6019	1.0000	ns
GUCY1A3	Tissue	BRN_CAU	BRN_HIPP	0	-2.7336	-4.5959	-0.8714	0.0001	***
GUCY1A3	Tissue	BRN_CAU	BRN_HYP	0	-0.9623	-2.7717	0.8471	0.8480	ns
GUCY1A3	Tissue	BRN_CAU	BRN_NAC	0	2.6788	0.9235	4.4341	0.0000	****
GUCY1A3	Tissue	BRN_CAU	BRN_PTRY	0	0.9370	-0.7511	2.6250	0.8070	ns
GUCY1A3	Tissue	BRN_CAU	BRN_PUT	0	-0.3551	-2.2173	1.5072	1.0000	ns
GUCY1A3	Tissue	BRN_CAU	BRN_SN	0	-3.3253	-5.4359	-1.2146	0.0000	****
GUCY1A3	Tissue	BRN_CAU	BRN_SPC	0	-1.0944	-2.9424	0.7537	0.7330	ns
GUCY1A3	Tissue	BRN_CB_a	BRN_CTX_a	0	3.5375	1.7175	5.3575	0.0000	****
GUCY1A3	Tissue	BRN_CB_a	BRN_HIPP	0	0.9883	-0.9062	2.8829	0.8640	ns
GUCY1A3	Tissue	BRN_CB_a	BRN_HYP	0	2.7597	0.9171	4.6023	0.0001	****
GUCY1A3	Tissue	BRN_CB_a	BRN_NAC	0	6.4008	4.6113	8.1902	0.0000	****
GUCY1A3	Tissue	BRN_CB_a	BRN_PTRY	0	4.6590	2.9354	6.3826	0.0000	****
GUCY1A3	Tissue	BRN_CB_a	BRN_PUT	0	3.3669	1.4724	5.2614	0.0000	****
GUCY1A3	Tissue	BRN_CB_a	BRN_SN	0	0.3967	-1.7425	2.5359	1.0000	ns
GUCY1A3	Tissue	BRN_CB_a	BRN_SPC	0	2.6276	0.7470	4.5082	0.0003	***
GUCY1A3	Tissue	BRN_CTX_a	BRN_HIPP	0	-2.5491	-4.4217	-0.6766	0.0006	***
GUCY1A3	Tissue	BRN_CTX_a	BRN_HYP	0	-0.7778	-2.5978	1.0422	0.9630	ns
GUCY1A3	Tissue	BRN_CTX_a	BRN_NAC	0	2.8633	1.0971	4.6295	0.0000	****
GUCY1A3	Tissue	BRN_CTX_a	BRN_PTRY	0	1.1215	-0.5779	2.8209	0.5780	ns
GUCY1A3	Tissue	BRN_CTX_a	BRN_PUT	0	-0.1706	-2.0431	1.7019	1.0000	ns
GUCY1A3	Tissue	BRN_CTX_a	BRN_SN	0	-3.1408	-5.2605	-1.0210	0.0001	****
GUCY1A3	Tissue	BRN_CTX_a	BRN_SPC	0	-0.9099	-2.7683	0.9486	0.9080	ns
GUCY1A3	Tissue	BRN_HIPP	BRN_HYP	0	1.7713	-0.1232	3.6658	0.0928	ns
GUCY1A3	Tissue	BRN_HIPP	BRN_NAC	0	5.4124	3.5695	7.2553	0.0000	****
GUCY1A3	Tissue	BRN_HIPP	BRN_PTRY	0	3.6706	1.8916	5.4496	0.0000	****
GUCY1A3	Tissue	BRN_HIPP	BRN_PUT	0	2.3785	0.4335	4.3236	0.0038	**
GUCY1A3	Tissue	BRN_HIPP	BRN_SN	0	-0.5917	-2.7757	1.5924	0.9990	ns
GUCY1A3	Tissue	BRN_HIPP	BRN_SPC	0	1.6393	-0.2922	3.5708	0.1900	ns
GUCY1A3	Tissue	BRN_HYP	BRN_NAC	0	3.6411	1.8516	5.4306	0.0000	****
GUCY1A3	Tissue	BRN_HYP	BRN_PTRY	0	1.8993	0.1757	3.6229	0.0168	*
GUCY1A3	Tissue	BRN_HYP	BRN_PUT	0	0.6072	-1.2873	2.5017	0.9960	ns
GUCY1A3	Tissue	BRN_HYP	BRN_SN	0	-2.3630	-4.5022	-0.2238	0.0163	*
GUCY1A3	Tissue	BRN_HYP	BRN_SPC	0	-0.1320	-2.0126	1.7486	1.0000	ns
GUCY1A3	Tissue	BRN_NAC	BRN_PTRY	0	-1.7418	-3.4085	-0.0751	0.0314	*
GUCY1A3	Tissue	BRN_NAC	BRN_PUT	0	-3.0339	-4.8768	-1.1910	0.0000	****
GUCY1A3	Tissue	BRN_NAC	BRN_SN	0	-6.0041	-8.0977	-3.9104	0.0000	****
GUCY1A3	Tissue	BRN_NAC	BRN_SPC	0	-3.7731	-5.6017	-1.9445	0.0000	****
GUCY1A3	Tissue	BRN_PTRY	BRN_PUT	0	-1.2921	-3.0711	0.4869	0.4210	ns
GUCY1A3	Tissue	BRN_PTRY	BRN_SN	0	-4.2623	-6.2999	-2.2247	0.0000	****
GUCY1A3	Tissue	BRN_PTRY	BRN_SPC	0	-2.0313	-3.7955	-0.2672	0.0094	**
GUCY1A3	Tissue	BRN_PUT	BRN_SN	0	-2.9702	-5.1543	-0.7861	0.0006	***
GUCY1A3	Tissue	BRN_PUT	BRN_SPC	0	-0.7393	-2.6708	1.1922	0.9840	ns
GUCY1A3	Tissue	BRN_SN	BRN_SPC	0	2.2309	0.0589	4.4029	0.0379	*
HSPA8	Tissue	BRN_ACC	BRN_AMY	0	-71.1394	-253.7609	111.4821	0.9820	ns
HSPA8	Tissue	BRN_ACC	BRN_CAU	0	5.7454	-162.6570	174.1478	1.0000	ns
HSPA8	Tissue	BRN_ACC	BRN_CB_a	0	418.0873	246.8587	589.3158	0.0000	****
HSPA8	Tissue	BRN_ACC	BRN_CTX_a	0	171.9824	2.6788	341.2860	0.0426	*
HSPA8	Tissue	BRN_ACC	BRN_HIPP	0	-84.4473	-260.1032	91.2086	0.9180	ns
HSPA8	Tissue	BRN_ACC	BRN_HYP	0	59.8682	-111.3604	231.0967	0.9920	ns
HSPA8	Tissue	BRN_ACC	BRN_NAC	0	34.3049	-132.4049	201.0148	1.0000	ns
HSPA8	Tissue	BRN_ACC	BRN_PTRY	0	270.3578	109.2376	431.4780	0.0000	****
HSPA8	Tissue	BRN_ACC	BRN_PUT	0	-55.7424	-231.3983	119.9134	0.9970	ns
HSPA8	Tissue	BRN_ACC	BRN_SN	0	6.2018	-190.4384	202.8420	1.0000	ns
HSPA8	Tissue	BRN_ACC	BRN_SPC	0	113.4874	-60.9805	287.9553	0.6000	ns
HSPA8	Tissue	BRN_AMY	BRN_CAU	0	76.8848	-96.1686	249.9382	0.9520	ns
HSPA8	Tissue	BRN_AMY	BRN_CB_a	0	489.2267	313.4219	665.0315	0.0000	****
HSPA8	Tissue	BRN_AMY	BRN_CTX_a	0	243.1218	69.1913	417.0524	0.0003	***
HSPA8	Tissue	BRN_AMY	BRN_HIPP	0	-13.3079	-193.4276	166.8118	1.0000	ns
HSPA8	Tissue	BRN_AMY	BRN_HYP	0	131.0076	-44.7972	306.8124	0.3790	ns
HSPA8	Tissue	BRN_AMY	BRN_NAC	0	105.4443	-65.9625	276.8512	0.6830	ns
HSPA8	Tissue	BRN_AMY	BRN_PTRY	0	341.4972	175.5218	507.4727	0.0000	****
HSPA8	Tissue	BRN_AMY	BRN_PUT	0	15.3970	-164.7227	195.5167	1.0000	ns
HSPA8	Tissue	BRN_AMY	BRN_SN	0	77.3412	-123.2965	277.9789	0.9830	ns
HSPA8	Tissue	BRN_AMY	BRN_SPC	0	184.6268	5.6655	363.5882	0.0362	*
HSPA8	Tissue	BRN_CAU	BRN_CB_a	0	412.3419	251.3571	573.3267	0.0000	****
HSPA8	Tissue	BRN_CAU	BRN_CTX_a	0	166.2370	7.3012	325.1728	0.0311	*
HSPA8	Tissue	BRN_CAU	BRN_HIPP	0	-90.1927	-255.8787	75.4933	0.8270	ns
HSPA8	Tissue	BRN_CAU	BRN_HYP	0	54.1228	-106.8620	215.1076	0.9950	ns
HSPA8	Tissue	BRN_CAU	BRN_NAC	0	28.5595	-127.6104	184.7295	1.0000	ns
HSPA8	Tissue	BRN_CAU	BRN_PTRY	0	264.6124	114.4239	414.8010	0.0000	****
HSPA8	Tissue	BRN_CAU	BRN_PUT	0	-61.4878	-227.1739	104.1982	0.9880	ns
HSPA8	Tissue	BRN_CAU	BRN_SN	0	0.4564	-187.3314	188.2441	1.0000	ns
HSPA8	Tissue	BRN_CAU	BRN_SPC	0	107.7420	-56.6840	272.1681	0.5890	ns
HSPA8	Tissue	BRN_CB_a	BRN_CTX_a	0	-246.1049	-408.0321	-84.1776	0.0000	****
HSPA8	Tissue	BRN_CB_a	BRN_HIPP	0	-502.5346	-671.0923	-333.9768	0.0000	****
HSPA8	Tissue	BRN_CB_a	BRN_HYP	0	-358.2191	-522.1580	-194.2802	0.0000	****
HSPA8	Tissue	BRN_CB_a	BRN_NAC	0	-383.7824	-542.9958	-224.5690	0.0000	****
HSPA8	Tissue	BRN_CB_a	BRN_PTRY	0	-147.7295	-301.0802	5.6213	0.0714	ns
HSPA8	Tissue	BRN_CB_a	BRN_PUT	0	-473.8297	-642.3875	-305.2720	0.0000	****
HSPA8	Tissue	BRN_CB_a	BRN_SN	0	-411.8855	-602.2118	-221.5592	0.0000	****
HSPA8	Tissue	BRN_CB_a	BRN_SPC	0	-304.5999	-471.9193	-137.2805	0.0000	****
HSPA8	Tissue	BRN_CTX_a	BRN_HIPP	0	-256.4297	-423.0317	-89.8278	0.0000	****
HSPA8	Tissue	BRN_CTX_a	BRN_HYP	0	-112.1142	-274.0415	49.8130	0.5000	ns
HSPA8	Tissue	BRN_CTX_a	BRN_NAC	0	-137.6775	-294.8188	19.4638	0.1530	ns
HSPA8	Tissue	BRN_CTX_a	BRN_PTRY	0	98.3754	-52.8230	249.5737	0.6000	ns
HSPA8	Tissue	BRN_CTX_a	BRN_PUT	0	-227.7249	-394.3268	-61.1229	0.0005	***
HSPA8	Tissue	BRN_CTX_a	BRN_SN	0	-165.7807	-354.3770	22.8157	0.1500	ns
HSPA8	Tissue	BRN_CTX_a	BRN_SPC	0	-58.4950	-223.8439	106.8539	0.9920	ns
HSPA8	Tissue	BRN_HIPP	BRN_HYP	0	144.3155	-24.2423	312.8732	0.1790	ns
HSPA8	Tissue	BRN_HIPP	BRN_NAC	0	118.7522	-45.2133	282.7177	0.4250	ns
HSPA8	Tissue	BRN_HIPP	BRN_PTRY	0	354.8051	196.5262	513.0840	0.0000	****
HSPA8	Tissue	BRN_HIPP	BRN_PUT	0	28.7049	-144.3486	201.7583	1.0000	ns
HSPA8	Tissue	BRN_HIPP	BRN_SN	0	90.6491	-103.6699	284.9681	0.9320	ns
HSPA8	Tissue	BRN_HIPP	BRN_SPC	0	197.9347	26.0873	369.7822	0.0093	**
HSPA8	Tissue	BRN_HYP	BRN_NAC	0	-25.5633	-184.7767	133.6501	1.0000	ns
HSPA8	Tissue	BRN_HYP	BRN_PTRY	0	210.4896	57.1389	363.8404	0.0005	***
HSPA8	Tissue	BRN_HYP	BRN_PUT	0	-115.6106	-284.1684	52.9471	0.5150	ns
HSPA8	Tissue	BRN_HYP	BRN_SN	0	-53.6664	-243.9927	136.6599	0.9990	ns
HSPA8	Tissue	BRN_HYP	BRN_SPC	0	53.6192	-113.7002	220.9386	0.9960	ns
HSPA8	Tissue	BRN_NAC	BRN_PTRY	0	236.0529	87.7646	384.3412	0.0000	****
HSPA8	Tissue	BRN_NAC	BRN_PUT	0	-90.0474	-254.0128	73.9181	0.8180	ns
HSPA8	Tissue	BRN_NAC	BRN_SN	0	-28.1032	-214.3746	158.1683	1.0000	ns
HSPA8	Tissue	BRN_NAC	BRN_SPC	0	79.1825	-83.5097	241.8747	0.9110	ns
HSPA8	Tissue	BRN_PTRY	BRN_PUT	0	-326.1002	-484.3792	-167.8213	0.0000	****
HSPA8	Tissue	BRN_PTRY	BRN_SN	0	-264.1560	-445.4420	-82.8700	0.0001	***
HSPA8	Tissue	BRN_PTRY	BRN_SPC	0	-156.8704	-313.8299	0.0891	0.0503	ns
HSPA8	Tissue	BRN_PUT	BRN_SN	0	61.9442	-132.3748	256.2632	0.9970	ns
HSPA8	Tissue	BRN_PUT	BRN_SPC	0	169.2299	-2.6176	341.0773	0.0581	ns
HSPA8	Tissue	BRN_SN	BRN_SPC	0	107.2857	-85.9601	300.5314	0.8070	ns
IRS2	Tissue	BRN_ACC	BRN_AMY	0	-4.9826	-10.6075	0.6423	0.1420	ns
IRS2	Tissue	BRN_ACC	BRN_CAU	0	-5.4913	-10.6783	-0.3043	0.0271	*
IRS2	Tissue	BRN_ACC	BRN_CB_a	0	10.4326	5.1586	15.7066	0.0000	****
IRS2	Tissue	BRN_ACC	BRN_CTX_a	0	4.2682	-0.9465	9.4830	0.2370	ns
IRS2	Tissue	BRN_ACC	BRN_HIPP	0	-3.4454	-8.8557	1.9650	0.6330	ns
IRS2	Tissue	BRN_ACC	BRN_HYP	0	0.9450	-4.3290	6.2190	1.0000	ns
IRS2	Tissue	BRN_ACC	BRN_NAC	0	-1.2092	-6.3441	3.9256	1.0000	ns
IRS2	Tissue	BRN_ACC	BRN_PTRY	0	24.0650	19.1023	29.0277	0.0000	****
IRS2	Tissue	BRN_ACC	BRN_PUT	0	-7.8870	-13.2974	-2.4766	0.0001	***
IRS2	Tissue	BRN_ACC	BRN_SN	0	-6.6499	-12.7066	-0.5932	0.0175	*
IRS2	Tissue	BRN_ACC	BRN_SPC	0	-0.6550	-6.0288	4.7188	1.0000	ns
IRS2	Tissue	BRN_AMY	BRN_CAU	0	-0.5087	-5.8389	4.8215	1.0000	ns
IRS2	Tissue	BRN_AMY	BRN_CB_a	0	15.4152	10.0002	20.8301	0.0000	****
IRS2	Tissue	BRN_AMY	BRN_CTX_a	0	9.2508	3.8936	14.6081	0.0000	****
IRS2	Tissue	BRN_AMY	BRN_HIPP	0	1.5372	-4.0107	7.0851	0.9990	ns
IRS2	Tissue	BRN_AMY	BRN_HYP	0	5.9276	0.5126	11.3425	0.0182	*
IRS2	Tissue	BRN_AMY	BRN_NAC	0	3.7734	-1.5061	9.0529	0.4470	ns
IRS2	Tissue	BRN_AMY	BRN_PTRY	0	29.0476	23.9354	34.1598	0.0000	****
IRS2	Tissue	BRN_AMY	BRN_PUT	0	-2.9044	-8.4523	2.6434	0.8610	ns
IRS2	Tissue	BRN_AMY	BRN_SN	0	-1.6673	-7.8472	4.5125	0.9990	ns
IRS2	Tissue	BRN_AMY	BRN_SPC	0	4.3275	-1.1846	9.8397	0.2970	ns
IRS2	Tissue	BRN_CAU	BRN_CB_a	0	15.9239	10.9654	20.8824	0.0000	****
IRS2	Tissue	BRN_CAU	BRN_CTX_a	0	9.7595	4.8642	14.6549	0.0000	****
IRS2	Tissue	BRN_CAU	BRN_HIPP	0	2.0459	-3.0574	7.1492	0.9770	ns
IRS2	Tissue	BRN_CAU	BRN_HYP	0	6.4363	1.4778	11.3948	0.0014	**
IRS2	Tissue	BRN_CAU	BRN_NAC	0	4.2821	-0.5281	9.0923	0.1370	ns
IRS2	Tissue	BRN_CAU	BRN_PTRY	0	29.5563	24.9303	34.1822	0.0000	****
IRS2	Tissue	BRN_CAU	BRN_PUT	0	-2.3957	-7.4990	2.7076	0.9300	ns
IRS2	Tissue	BRN_CAU	BRN_SN	0	-1.1586	-6.9427	4.6254	1.0000	ns
IRS2	Tissue	BRN_CAU	BRN_SPC	0	4.8363	-0.2282	9.9008	0.0773	ns
IRS2	Tissue	BRN_CB_a	BRN_CTX_a	0	-6.1644	-11.1519	-1.1768	0.0032	**
IRS2	Tissue	BRN_CB_a	BRN_HIPP	0	-13.8780	-19.0697	-8.6862	0.0000	****
IRS2	Tissue	BRN_CB_a	BRN_HYP	0	-9.4876	-14.5371	-4.4381	0.0000	****
IRS2	Tissue	BRN_CB_a	BRN_NAC	0	-11.6418	-16.5457	-6.7379	0.0000	****
IRS2	Tissue	BRN_CB_a	BRN_PTRY	0	13.6324	8.9090	18.3557	0.0000	****
IRS2	Tissue	BRN_CB_a	BRN_PUT	0	-18.3196	-23.5114	-13.1279	0.0000	****
IRS2	Tissue	BRN_CB_a	BRN_SN	0	-17.0825	-22.9447	-11.2203	0.0000	****
IRS2	Tissue	BRN_CB_a	BRN_SPC	0	-11.0876	-16.2412	-5.9340	0.0000	****
IRS2	Tissue	BRN_CTX_a	BRN_HIPP	0	-7.7136	-12.8451	-2.5821	0.0001	****
IRS2	Tissue	BRN_CTX_a	BRN_HYP	0	-3.3233	-8.3108	1.6643	0.5620	ns
IRS2	Tissue	BRN_CTX_a	BRN_NAC	0	-5.4775	-10.3176	-0.6374	0.0119	*
IRS2	Tissue	BRN_CTX_a	BRN_PTRY	0	19.7967	15.1397	24.4538	0.0000	****
IRS2	Tissue	BRN_CTX_a	BRN_PUT	0	-12.1553	-17.2868	-7.0237	0.0000	****
IRS2	Tissue	BRN_CTX_a	BRN_SN	0	-10.9181	-16.7271	-5.1092	0.0000	****
IRS2	Tissue	BRN_CTX_a	BRN_SPC	0	-4.9233	-10.0162	0.1696	0.0692	ns
IRS2	Tissue	BRN_HIPP	BRN_HYP	0	4.3904	-0.8014	9.5821	0.1940	ns
IRS2	Tissue	BRN_HIPP	BRN_NAC	0	2.2361	-2.8142	7.2864	0.9530	ns
IRS2	Tissue	BRN_HIPP	BRN_PTRY	0	27.5104	22.6352	32.3855	0.0000	****
IRS2	Tissue	BRN_HIPP	BRN_PUT	0	-4.4416	-9.7719	0.8886	0.2130	ns
IRS2	Tissue	BRN_HIPP	BRN_SN	0	-3.2045	-9.1898	2.7807	0.8420	ns
IRS2	Tissue	BRN_HIPP	BRN_SPC	0	2.7903	-2.5027	8.0834	0.8550	ns
IRS2	Tissue	BRN_HYP	BRN_NAC	0	-2.1542	-7.0581	2.7497	0.9550	ns
IRS2	Tissue	BRN_HYP	BRN_PTRY	0	23.1200	18.3966	27.8434	0.0000	****
IRS2	Tissue	BRN_HYP	BRN_PUT	0	-8.8320	-14.0237	-3.6403	0.0000	****
IRS2	Tissue	BRN_HYP	BRN_SN	0	-7.5949	-13.4571	-1.7327	0.0014	**
IRS2	Tissue	BRN_HYP	BRN_SPC	0	-1.6000	-6.7536	3.5536	0.9970	ns
IRS2	Tissue	BRN_NAC	BRN_PTRY	0	25.2742	20.7068	29.8416	0.0000	****
IRS2	Tissue	BRN_NAC	BRN_PUT	0	-6.6778	-11.7281	-1.6275	0.0010	***
IRS2	Tissue	BRN_NAC	BRN_SN	0	-5.4407	-11.1780	0.2967	0.0822	ns
IRS2	Tissue	BRN_NAC	BRN_SPC	0	0.5542	-4.4569	5.5653	1.0000	ns
IRS2	Tissue	BRN_PTRY	BRN_PUT	0	-31.9520	-36.8271	-27.0768	0.0000	****
IRS2	Tissue	BRN_PTRY	BRN_SN	0	-30.7149	-36.2987	-25.1311	0.0000	****
IRS2	Tissue	BRN_PTRY	BRN_SPC	0	-24.7200	-29.5545	-19.8855	0.0000	****
IRS2	Tissue	BRN_PUT	BRN_SN	0	1.2371	-4.7481	7.2223	1.0000	ns
IRS2	Tissue	BRN_PUT	BRN_SPC	0	7.2320	1.9389	12.5251	0.0005	***
IRS2	Tissue	BRN_SN	BRN_SPC	0	5.9949	0.0427	11.9470	0.0465	*
KIF5A	Tissue	BRN_ACC	BRN_AMY	0	-252.0669	-376.8271	-127.3067	0.0000	****
KIF5A	Tissue	BRN_ACC	BRN_CAU	0	-511.0625	-626.1087	-396.0163	0.0000	****
KIF5A	Tissue	BRN_ACC	BRN_CB_a	0	-623.8149	-740.7918	-506.8379	0.0000	****
KIF5A	Tissue	BRN_ACC	BRN_CTX_a	0	399.6591	283.9972	515.3210	0.0000	****
KIF5A	Tissue	BRN_ACC	BRN_HIPP	0	-517.1596	-637.1611	-397.1581	0.0000	****
KIF5A	Tissue	BRN_ACC	BRN_HYP	0	-695.4104	-812.3873	-578.4335	0.0000	****
KIF5A	Tissue	BRN_ACC	BRN_NAC	0	-518.0507	-631.9406	-404.1608	0.0000	****
KIF5A	Tissue	BRN_ACC	BRN_PTRY	0	-799.8924	-909.9636	-689.8211	0.0000	****
KIF5A	Tissue	BRN_ACC	BRN_PUT	0	-520.6512	-640.6527	-400.6497	0.0000	****
KIF5A	Tissue	BRN_ACC	BRN_SN	0	-777.7774	-912.1147	-643.4402	0.0000	****
KIF5A	Tissue	BRN_ACC	BRN_SPC	0	-742.3435	-861.5335	-623.1536	0.0000	****
KIF5A	Tissue	BRN_AMY	BRN_CAU	0	-258.9955	-377.2192	-140.7719	0.0000	****
KIF5A	Tissue	BRN_AMY	BRN_CB_a	0	-371.7480	-491.8513	-251.6447	0.0000	****
KIF5A	Tissue	BRN_AMY	BRN_CTX_a	0	651.7260	532.9032	770.5488	0.0000	****
KIF5A	Tissue	BRN_AMY	BRN_HIPP	0	-265.0927	-388.1438	-142.0417	0.0000	****
KIF5A	Tissue	BRN_AMY	BRN_HYP	0	-443.3435	-563.4468	-323.2402	0.0000	****
KIF5A	Tissue	BRN_AMY	BRN_NAC	0	-265.9838	-383.0825	-148.8850	0.0000	****
KIF5A	Tissue	BRN_AMY	BRN_PTRY	0	-547.8254	-661.2137	-434.4372	0.0000	****
KIF5A	Tissue	BRN_AMY	BRN_PUT	0	-268.5843	-391.6353	-145.5332	0.0000	****
KIF5A	Tissue	BRN_AMY	BRN_SN	0	-525.7105	-662.7787	-388.6423	0.0000	****
KIF5A	Tissue	BRN_AMY	BRN_SPC	0	-490.2766	-612.5363	-368.0169	0.0000	****
KIF5A	Tissue	BRN_CAU	BRN_CB_a	0	-112.7524	-222.7312	-2.7737	0.0387	*
KIF5A	Tissue	BRN_CAU	BRN_CTX_a	0	910.7215	802.1426	1019.3005	0.0000	****
KIF5A	Tissue	BRN_CAU	BRN_HIPP	0	-6.0972	-119.2877	107.0933	1.0000	ns
KIF5A	Tissue	BRN_CAU	BRN_HYP	0	-184.3479	-294.3267	-74.3692	0.0000	****
KIF5A	Tissue	BRN_CAU	BRN_NAC	0	-6.9882	-113.6777	99.7012	1.0000	ns
KIF5A	Tissue	BRN_CAU	BRN_PTRY	0	-288.8299	-391.4331	-186.2267	0.0000	****
KIF5A	Tissue	BRN_CAU	BRN_PUT	0	-9.5887	-122.7792	103.6018	1.0000	ns
KIF5A	Tissue	BRN_CAU	BRN_SN	0	-266.7150	-395.0046	-138.4254	0.0000	****
KIF5A	Tissue	BRN_CAU	BRN_SPC	0	-231.2811	-343.6108	-118.9514	0.0000	****
KIF5A	Tissue	BRN_CB_a	BRN_CTX_a	0	1023.4740	912.8513	1134.0966	0.0000	****
KIF5A	Tissue	BRN_CB_a	BRN_HIPP	0	106.6553	-8.4971	221.8076	0.1000	ns
KIF5A	Tissue	BRN_CB_a	BRN_HYP	0	-71.5955	-183.5924	40.4014	0.6270	ns
KIF5A	Tissue	BRN_CB_a	BRN_NAC	0	105.7642	-3.0044	214.5328	0.0655	ns
KIF5A	Tissue	BRN_CB_a	BRN_PTRY	0	-176.0775	-280.8410	-71.3140	0.0000	****
KIF5A	Tissue	BRN_CB_a	BRN_PUT	0	103.1637	-11.9887	218.3160	0.1300	ns
KIF5A	Tissue	BRN_CB_a	BRN_SN	0	-153.9625	-283.9864	-23.9387	0.0063	**
KIF5A	Tissue	BRN_CB_a	BRN_SPC	0	-118.5287	-232.8350	-4.2223	0.0342	*
KIF5A	Tissue	BRN_CTX_a	BRN_HIPP	0	-916.8187	-1030.6349	-803.0025	0.0000	****
KIF5A	Tissue	BRN_CTX_a	BRN_HYP	0	-1095.0695	-1205.6921	-984.4468	0.0000	****
KIF5A	Tissue	BRN_CTX_a	BRN_NAC	0	-917.7098	-1025.0628	-810.3567	0.0000	****
KIF5A	Tissue	BRN_CTX_a	BRN_PTRY	0	-1199.5514	-1302.8445	-1096.2584	0.0000	****
KIF5A	Tissue	BRN_CTX_a	BRN_PUT	0	-920.3103	-1034.1265	-806.4941	0.0000	****
KIF5A	Tissue	BRN_CTX_a	BRN_SN	0	-1177.4365	-1306.2785	-1048.5945	0.0000	****
KIF5A	Tissue	BRN_CTX_a	BRN_SPC	0	-1142.0026	-1254.9628	-1029.0424	0.0000	****
KIF5A	Tissue	BRN_HIPP	BRN_HYP	0	-178.2508	-293.4031	-63.0984	0.0000	****
KIF5A	Tissue	BRN_HIPP	BRN_NAC	0	-0.8911	-112.9061	111.1240	1.0000	ns
KIF5A	Tissue	BRN_HIPP	BRN_PTRY	0	-282.7327	-390.8630	-174.6025	0.0000	****
KIF5A	Tissue	BRN_HIPP	BRN_PUT	0	-3.4916	-121.7152	114.7320	1.0000	ns
KIF5A	Tissue	BRN_HIPP	BRN_SN	0	-260.6178	-393.3693	-127.8663	0.0000	****
KIF5A	Tissue	BRN_HIPP	BRN_SPC	0	-225.1839	-342.5837	-107.7842	0.0000	****
