Original Gene ID	Gene.Name	Chr	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSRNOG00000013751	Plpbp	16	65002223	65014886	-	12664	0.0058	4.0762	0.02474989	0.980743691	0.999591447	-5.862630276
ENSRNOG00000014689	Zbtb4	10	54485071	54501492	+	16422	0.1195	5.0433	0.599178232	0.562444703	0.927254987	-5.862750098
ENSRNOG00000009104	AABR07029605.1	10	38567729	38650824	+	83096	-0.1180	7.0309	-0.638642872	0.537474467	0.921893255	-5.862816926
ENSRNOG00000026981	Zfp282	4	76884924	76911370	+	26447	-0.0501	4.1881	-0.223243151	0.827861802	0.980554331	-5.862930975
ENSRNOG00000008927	Hbp1	6	48529372	48555787	-	26416	0.1231	5.9719	0.691129326	0.505285246	0.913835639	-5.863012261
ENSRNOG00000009653	Numb	6	103431400	103553354	-	121955	-0.1345	6.2466	-0.6863174	0.508186825	0.915268235	-5.863018669
ENSRNOG00000006832	Zdhhc5	3	69771890	69799921	-	28032	0.0460	4.1661	0.203909938	0.842533153	0.980989645	-5.863124637
ENSRNOG00000016388	Sphkap	9	84510964	84657559	-	146596	0.2162	6.2149	0.689339155	0.506363534	0.914306209	-5.863152863
ENSRNOG00000000823	Gcc2	20	26247404	26293613	+	46210	0.1272	6.5148	0.673939383	0.515697009	0.918375218	-5.863420429
ENSRNOG00000010034	Asah1	16	50966229	51008233	+	42005	0.1229	5.8217	0.688732005	0.506729562	0.914352758	-5.863524286
ENSRNOG00000004304	Syap1	X	31792193	31826667	+	34475	-0.0792	4.3970	-0.369881915	0.71922009	0.963365548	-5.863533926
ENSRNOG00000045686	Nfs1	3	144637309	144659666	-	22358	0.0803	4.3731	0.360026481	0.726350353	0.963663983	-5.863700625
ENSRNOG00000019113	Hnrnpk	17	6262998	6274997	+	12000	0.1256	5.8735	0.689904534	0.506022834	0.914306209	-5.863739388
ENSRNOG00000025285	Gfm2	2	28449517	28488197	+	38681	-0.0844	4.4507	-0.394665481	0.701415355	0.95951885	-5.864063614
ENSRNOG00000012559	Man1b1	3	8143381	8165006	+	21626	-0.0418	4.1584	-0.182345636	0.858972281	0.983739978	-5.864583393
ENSRNOG00000001255	Mlxip	12	33128520	33192374	-	63855	-0.1143	5.1166	-0.607592205	0.557066947	0.924245861	-5.864762292
ENSRNOG00000014323	Extl2	2	203922187	203943653	+	21467	0.0803	4.4070	0.375115033	0.715445413	0.962501953	-5.865284981
ENSRNOG00000020715	Ddb1	1	207252890	207278676	+	25787	0.0955	4.6018	0.466353171	0.651003325	0.947881865	-5.865418852
ENSRNOG00000016047	Macf1	5	135623742	135945905	-	322164	0.0212	9.2977	0.090830033	0.929429787	0.993631975	-5.865599011
ENSRNOG00000020742	Pcnx3	1	202951322	202976561	-	25240	0.0117	4.0926	0.048982817	0.961902082	0.998817606	-5.865752273
ENSRNOG00000006684	Zfp317	8	17591404	17628998	+	37595	0.1028	4.7459	0.517793083	0.615916549	0.939401991	-5.865765827
ENSRNOG00000004842	Dnajc24	3	92450639	92485901	-	35263	-0.1059	4.7618	-0.517512599	0.616105248	0.939401991	-5.865939616
ENSRNOG00000004218	Klhl28	6	82990945	83016164	-	25220	0.0574	4.2359	0.257829481	0.801791557	0.976054461	-5.866188812
ENSRNOG00000015508	Relch	13	21806972	21902807	+	95836	-0.1106	7.5228	-0.578574148	0.575735183	0.929048089	-5.866320213
ENSRNOG00000018914	Napg	18	56440505	56459153	+	18649	0.1205	5.4678	0.659019788	0.524837228	0.919621074	-5.86640364
ENSRNOG00000064485		1	92890617	92917709	-	27093	-0.0559	4.2195	-0.239067741	0.81590426	0.979975724	-5.866438577
ENSRNOG00000014482	Slf2	1	243782246	243845250	+	63005	-0.1207	7.0162	-0.634359322	0.540153374	0.921893255	-5.866447224
ENSRNOG00000027503	Rps25	8	44733029	44737271	+	4243	0.0765	4.4378	0.340714481	0.740401562	0.965604679	-5.866487075
ENSRNOG00000057102	Pafah1b2	8	46261064	46279833	-	18770	0.1188	5.2702	0.634241904	0.540226915	0.921893255	-5.866628085
ENSRNOG00000009125	Dis3	15	75823436	75850642	-	27207	-0.0804	4.4004	-0.357885788	0.727902775	0.963663983	-5.866985319
ENSRNOG00000014434	Chd1	1	56664054	56728125	+	64072	-0.1217	5.7996	-0.679490373	0.512320804	0.916984436	-5.867051298
ENSRNOG00000071062	Ndufa5	4	52995546	53005598	-	10053	0.1187	5.1760	0.616158212	0.551621907	0.923161082	-5.867200109
ENSRNOG00000053813	Nkap	X	116372839	116394945	+	22107	-0.0172	4.1042	-0.073040318	0.943221162	0.99667457	-5.867270344
ENSRNOG00000065563	Rufy2	20	25621999	25658186	-	36188	0.1196	6.6111	0.663032468	0.522369527	0.919621074	-5.867413684
ENSRNOG00000043390	Samd12	7	84768254	85271766	-	503513	-0.0300	9.2353	-0.127741635	0.900897773	0.989855242	-5.867588656
ENSRNOG00000018568	Rab5c	10	85642809	85666103	-	23295	-0.1169	4.7514	-0.510191303	0.621041084	0.940759546	-5.86759313
ENSRNOG00000057589	Rnf11l1	5	124212445	124234750	-	22306	0.1239	5.2472	0.628382644	0.543904031	0.921893255	-5.867684943
ENSRNOG00000060793	Eif2s3x	X	58917490	58940686	-	23197	0.1045	4.6415	0.475873935	0.644437886	0.945363968	-5.868116514
ENSRNOG00000009389	Ripk2	5	29631570	29662657	-	31088	0.0996	4.6984	0.49679602	0.630122998	0.942795656	-5.868238156
ENSRNOG00000000796	Ranbp2	20	26442217	26493481	+	51265	-0.1100	7.5043	-0.575630214	0.577648083	0.929048089	-5.868509675
ENSRNOG00000030245	Tango2	11	82645974	82692574	+	46601	-0.1101	4.9748	-0.570351521	0.5810867	0.930284387	-5.868610058
ENSRNOG00000030818	RGD1561034	1	159718679	159725904	+	7226	-0.0644	4.2961	-0.291362448	0.77675644	0.972293296	-5.868738836
ENSRNOG00000003195	Caskin1	10	13513465	13533377	+	19913	0.0848	4.4853	0.398379664	0.698762994	0.958694884	-5.868832083
ENSRNOG00000023861	Snap91	8	87738824	87852367	-	113544	0.1230	7.5227	0.57556658	0.577689469	0.929048089	-5.868988298
ENSRNOG00000015913	Tspan5	2	227294217	227465664	+	171448	-0.1195	6.9249	-0.637521819	0.538174821	0.921893255	-5.868994377
ENSRNOG00000045764	Cxxc4	2	222664771	222689365	+	24595	0.1315	5.2055	0.619535123	0.549483688	0.923161082	-5.869277567
ENSRNOG00000011358	Hipk3	3	90800296	90867759	-	67464	-0.1247	6.3067	-0.672899641	0.51633088	0.91840777	-5.869538968
ENSRNOG00000015215	Cript	6	7580703	7589399	-	8697	0.0064	4.1033	0.027793339	0.978376412	0.999480303	-5.86971029
ENSRNOG00000006180	Pum2	6	31462872	31542976	+	80105	-0.1088	7.6119	-0.559404413	0.588252956	0.932429971	-5.869836856
ENSRNOG00000016541	Enc1	2	28550464	28562713	+	12250	-0.1614	6.3536	-0.669243752	0.51856337	0.919121115	-5.869921852
ENSRNOG00000019507	Hnrnpul2	1	205711886	205725553	+	13668	0.0790	4.3150	0.305112822	0.766565854	0.969756147	-5.869998619
ENSRNOG00000014419	Brd7	19	18709022	18737494	+	28473	-0.1032	4.7916	-0.519008122	0.615099457	0.939401991	-5.870164464
ENSRNOG00000001766	Tfrc	11	68163413	68185257	-	21845	0.1341	5.4303	0.649508218	0.530714103	0.919621074	-5.87023354
ENSRNOG00000005551	Derl1	7	89404417	89427145	-	22729	-0.0074	4.1070	-0.032177301	0.974966838	0.998912756	-5.870339401
ENSRNOG00000054140	Myl6	7	910774	933791	-	23018	-0.1658	4.7889	-0.511509847	0.620150686	0.940759546	-5.870360291
ENSRNOG00000023520	Cs	7	758345	791421	+	33077	0.1219	5.8305	0.676594434	0.514080498	0.917594939	-5.870389419
ENSRNOG00000043387	Cpe	16	25030276	25142233	+	111958	0.0227	9.2369	0.098295393	0.923649328	0.992966191	-5.870879494
ENSRNOG00000033261	Fam107a	15	16607205	16630396	+	23192	-0.1210	7.4735	-0.575384538	0.577807873	0.929048089	-5.870892934
ENSRNOG00000001454	Eif4h	12	22082835	22099876	+	17042	0.1130	5.0182	0.581867641	0.573599256	0.929048089	-5.870999083
ENSRNOG00000009730	Cyp7b1	2	100502791	100669698	-	166908	-0.1194	6.8763	-0.637563853	0.538148551	0.921893255	-5.871007309
ENSRNOG00000020340	Brd8	18	26181732	26229884	-	48153	-0.1141	5.1015	-0.594770479	0.56527344	0.928436193	-5.871038381
ENSRNOG00000005963	Rab2a	5	21676129	21739899	+	63771	0.1143	7.1407	0.616076085	0.551673968	0.923161082	-5.871251244
ENSRNOG00000001034	Evi5l	12	2519671	2559950	+	40280	0.1169	5.1608	0.607627982	0.557044142	0.924245861	-5.871325744
ENSRNOG00000051408	Magt1	X	71038489	71079699	-	41211	0.0861	4.5017	0.408470639	0.691578396	0.95612592	-5.871393032
ENSRNOG00000011782	Got2	19	9174311	9199994	+	25684	-0.0936	4.6265	-0.456083075	0.658120764	0.948402173	-5.871706046
ENSRNOG00000031730	Eloc	5	2661724	2677890	+	16167	-0.0213	4.1309	-0.090864305	0.92940324	0.993631975	-5.871739447
ENSRNOG00000017318	Zfp322a	17	41773782	41790078	+	16297	-0.0729	4.3839	-0.338954536	0.74168717	0.965604679	-5.871767249
ENSRNOG00000064120		1	111140251	111241825	-	101575	-0.1197	7.5670	-0.563251824	0.585728961	0.931492419	-5.871813585
ENSRNOG00000003151	Bfar	10	1552072	1585038	+	32967	0.0485	4.2190	0.217169939	0.832463379	0.980554331	-5.872036583
ENSRNOG00000007937	Krit1	4	30299203	30333359	-	34157	-0.1197	6.2010	-0.670610816	0.51772789	0.91840777	-5.872158988
ENSRNOG00000012095	Pkia	2	94398869	94414282	-	15414	0.1196	6.6006	0.65452671	0.527608539	0.919621074	-5.872205685
ENSRNOG00000015939	Ccdc25	15	40055368	40087758	+	32391	-0.0643	4.3065	-0.285599997	0.781040453	0.972810232	-5.872521174
ENSRNOG00000067300	Crebl2	4	167673315	167699292	+	25978	0.1166	5.0190	0.579027594	0.575440852	0.929048089	-5.872569049
ENSRNOG00000026455	Gpd1l	8	114588487	114620723	-	32237	-0.0462	4.1980	-0.187648666	0.854922721	0.98341064	-5.872742673
ENSRNOG00000002141	Cd200	11	55410196	55501648	+	91453	-0.1311	5.6399	-0.660882518	0.523690836	0.919621074	-5.87333914
ENSRNOG00000011636	Dennd6a	16	1837059	1885420	+	48362	-0.1197	6.3378	-0.666382594	0.520314573	0.919522839	-5.873554379
ENSRNOG00000016991	Arl2bp	19	10336921	10346564	-	9644	0.1071	4.8979	0.548765145	0.59526271	0.933386676	-5.873558226
ENSRNOG00000003679	Med13	10	71090516	71177242	-	86727	-0.1111	7.3201	-0.590423131	0.568071141	0.929000318	-5.873876458
ENSRNOG00000000511	Srpk1	20	6645809	6682134	-	36326	-0.0922	4.6174	-0.44923503	0.662886692	0.949700814	-5.873905847
ENSRNOG00000017235	Atp6v0d1	19	33403355	33447450	-	44096	0.1238	6.2544	0.671458817	0.517210039	0.91840777	-5.874112476
ENSRNOG00000023312	Lonrf2	9	41034628	41070649	-	36022	0.1254	6.7040	0.646433434	0.532622145	0.919724773	-5.874204998
ENSRNOG00000000157	Atg12	18	39452191	39462418	-	10228	-0.0868	4.5548	-0.420499421	0.683055948	0.95405711	-5.874796993
ENSRNOG00000000398	Zup1	20	30785227	30815306	-	30080	-0.0757	4.4279	-0.35518496	0.729863248	0.963663983	-5.874880385
ENSRNOG00000018403	Atg4b	9	94282509	94314103	+	31595	0.0311	4.1711	0.138103317	0.892913078	0.987957988	-5.875408188
ENSRNOG00000018075	Spcs1	16	6190262	6192000	-	1739	0.0503	4.2140	0.191807645	0.85174988	0.982626257	-5.87546323
ENSRNOG00000055344	Trnau1ap	5	144507615	144524131	-	16517	-0.0028	4.1315	-0.011512327	0.991042205	0.999591447	-5.875589576
ENSRNOG00000062629		1	62550233	62586832	-	36600	-0.0791	4.4200	-0.347721961	0.735291071	0.964280555	-5.875591332
ENSRNOG00000032828	Mapk8ip2	7	120526732	120536982	+	10251	0.0784	4.3869	0.334686053	0.744808682	0.966944604	-5.875608555
ENSRNOG00000060561	Gdpd1	10	71840497	71883850	-	43354	-0.1192	5.5301	-0.646589047	0.532525483	0.919724773	-5.875892922
ENSRNOG00000022260	Senp1	7	129165774	129221598	-	55825	-0.1166	5.0936	-0.58500999	0.571565407	0.929048089	-5.875903256
ENSRNOG00000006485	Topors	5	55387632	55399937	-	12306	0.0665	4.3501	0.306766778	0.765343182	0.969756147	-5.876255209
ENSRNOG00000021573	Dpy19l3	1	88350303	88417339	-	67037	-0.1514	6.8575	-0.628743026	0.543677449	0.921893255	-5.876264617
ENSRNOG00000010479	Mycbp2	15	79937354	80175498	-	238145	-0.0541	8.9244	-0.244065155	0.812138181	0.979169861	-5.876287896
ENSRNOG00000002662	Pbdc1	X	70154106	70184552	+	30447	0.1170	5.4799	0.642197429	0.535257341	0.921634237	-5.87635577
ENSRNOG00000019482	Gnao1	19	11035956	11192493	-	156538	-0.0590	8.8566	-0.26931946	0.793185153	0.973865767	-5.876415282
ENSRNOG00000016229	Bicral	9	14154209	14183671	+	29463	0.0792	4.4587	0.373839541	0.716364696	0.962501953	-5.876603909
ENSRNOG00000025025	Dnttip2	2	210374289	210385581	+	11293	0.0639	4.3254	0.288104985	0.779177201	0.972810232	-5.876746585
ENSRNOG00000010989	Ipo5	15	98005299	98041126	+	35828	0.1126	5.1508	0.597639442	0.563431344	0.927578732	-5.876968258
ENSRNOG00000011739	Dennd4a	8	65322941	65436330	+	113390	-0.1068	7.5606	-0.554553046	0.59144384	0.932616619	-5.877113379
ENSRNOG00000063135	Gna13	10	94337725	94370774	+	33050	-0.0516	4.2633	-0.231066091	0.821944567	0.980104239	-5.87719872
ENSRNOG00000019428	Higd1a	8	121514156	121523443	-	9288	0.0532	4.2743	0.238313089	0.816473401	0.979975724	-5.877937159
ENSRNOG00000008703	Rnps1	10	13445653	13455858	+	10206	-0.0611	4.3050	-0.264540344	0.796761417	0.975054799	-5.878094277
ENSRNOG00000046947	Ak5	2	241397297	241581458	-	184162	-0.1224	7.2068	-0.593394857	0.566157881	0.928436193	-5.878463536
ENSRNOG00000029885	Stag2	X	120974857	121105677	+	130821	-0.1189	7.1683	-0.600028595	0.561899882	0.926704081	-5.878559034
ENSRNOG00000048205	Ube2h	4	58834674	58930156	-	95483	-0.1187	6.9037	-0.623712612	0.546845104	0.923161082	-5.878587248
ENSRNOG00000061102		X	71289290	71300604	-	11315	-0.1049	4.7438	-0.485152561	0.638070141	0.945219397	-5.878614303
ENSRNOG00000064745		8	83776800	83778994	+	2195	0.0785	4.4516	0.36431002	0.723247855	0.963663983	-5.878702732
ENSRNOG00000024336	Senp6	8	80989052	81067170	+	78119	-0.1116	7.3167	-0.582962953	0.572889878	0.929048089	-5.879048223
ENSRNOG00000018848	Eif1b	8	120203451	120206176	+	2726	0.0493	4.2612	0.221383785	0.829269897	0.980554331	-5.880593937
ENSRNOG00000021808	Tecr	19	24541615	24568168	+	26554	0.1255	5.6948	0.642790565	0.534887897	0.921398141	-5.8806905
ENSRNOG00000002841	Cdc42bpa	13	91684007	91903732	+	219726	0.0693	8.6755	0.315627628	0.758804472	0.969756147	-5.880742385
ENSRNOG00000017707	Abi2	9	61827139	61905699	+	78561	-0.0901	8.2297	-0.427735189	0.677951696	0.953821085	-5.880941714
ENSRNOG00000051889	Usp34	14	97286018	97476376	+	190359	-0.0817	8.5339	-0.354839064	0.730114474	0.963663983	-5.880969914
ENSRNOG00000002275	Fip1l1	14	33617720	33675708	-	57989	-0.1188	5.8698	-0.660996285	0.523620868	0.919621074	-5.881103908
ENSRNOG00000056487	Oxr1	7	72528786	72965666	+	436881	-0.0965	8.3649	-0.397460177	0.699419221	0.958771907	-5.881118887
ENSRNOG00000000938	Ran	12	27674050	27678276	-	4227	0.1169	5.2955	0.612940782	0.553663538	0.923161082	-5.881214889
ENSRNOG00000033568	Mapk8ip3	10	13918400	13958273	-	39874	0.1249	6.4352	0.652437817	0.528899893	0.919621074	-5.881226489
ENSRNOG00000013422	Med23	1	20490315	20537463	-	47149	-0.1202	5.3999	-0.624219107	0.546525687	0.923161082	-5.881765301
ENSRNOG00000014380	AABR07003176.1	1	93173713	93197478	+	23766	-0.1120	5.2541	-0.601340992	0.561059618	0.926514229	-5.881962454
ENSRNOG00000013574	Appl1	16	2121255	2166692	-	45438	-0.1174	5.8162	-0.65769176	0.525655452	0.919621074	-5.882111312
ENSRNOG00000013002	Gpbp1	2	43023504	43090907	-	67404	-0.1147	6.7562	-0.62973782	0.54305228	0.921893255	-5.882224432
ENSRNOG00000025539	Vps13a	1	213901999	214128555	-	226557	-0.1023	7.9179	-0.486908889	0.636868254	0.945219397	-5.882344819
ENSRNOG00000036839	Hnrnpa1	7	134375150	134381609	+	6460	-0.1156	5.1820	-0.591094516	0.567638576	0.929000318	-5.882399509
ENSRNOG00000008463	Rundc3b	4	25462752	25599471	+	136720	-0.1110	7.1832	-0.591763378	0.567207819	0.929000318	-5.882447579
ENSRNOG00000019450	Etf1	18	26504080	26530810	-	26731	0.0826	4.5378	0.39961213	0.697883806	0.958022523	-5.882648109
ENSRNOG00000013507	Selenot	2	142804405	142821427	+	17023	0.1005	7.9780	0.475500531	0.644694784	0.945363968	-5.882666322
ENSRNOG00000009310	Nmd3	2	154013020	154039259	+	26240	-0.1101	4.8946	-0.522174386	0.612972797	0.939229953	-5.882770981
ENSRNOG00000002255	Fam162a	11	64680323	64711239	+	30917	-0.0144	4.1779	-0.063171688	0.950880573	0.996933233	-5.882836044
ENSRNOG00000009811	Cnih1	15	20037885	20049761	-	11877	-0.0457	4.2514	-0.192794727	0.85099725	0.982626257	-5.882888941
ENSRNOG00000009340	Zbtb6	3	21187483	21207849	-	20367	0.0133	4.1702	0.05898236	0.954133701	0.996933233	-5.883003988
ENSRNOG00000011624	Eef1a2	3	168195357	168275071	-	79715	-0.1163	7.3702	-0.568934814	0.582011447	0.930284387	-5.883245462
ENSRNOG00000064318	Kmt5a	12	32139178	32162711	-	23534	-0.0072	4.1644	-0.020528666	0.984027396	0.999591447	-5.88325134
ENSRNOG00000054172	Ctnnb1	8	120639995	120667111	+	27117	-0.1180	5.9727	-0.657767732	0.525608623	0.919621074	-5.88338669
ENSRNOG00000002024	Epha5	14	23653393	24017317	+	363925	0.0842	8.3564	0.394083343	0.701831453	0.95951885	-5.883403996
ENSRNOG00000052343	Eif4e	2	227066673	227098683	+	32011	-0.1128	5.0081	-0.552531586	0.592776124	0.933100284	-5.88360881
ENSRNOG00000027590	Jakmip3	1	193811513	193881104	+	69592	0.1111	5.2342	0.600314881	0.561716527	0.926704081	-5.884251486
ENSRNOG00000012124	Trappc13	2	35269183	35302048	-	32866	0.1056	4.9118	0.529931199	0.607778769	0.937502213	-5.884480057
ENSRNOG00000000841	Ddx39b	20	3572056	3584996	-	12941	-0.1481	5.8505	-0.651471259	0.529498049	0.919621074	-5.884548486
ENSRNOG00000003014	Poglut1	11	62198513	62226434	+	27922	0.0778	4.3991	0.314182365	0.759869634	0.969756147	-5.885057961
ENSRNOG00000049908		X	19349560	19378486	-	28927	-0.0481	4.2701	-0.204764754	0.841883076	0.980989645	-5.885178895
ENSRNOG00000032668	Zfp950	1	260236599	260265254	-	28656	0.0653	4.4001	0.305409459	0.766346518	0.969756147	-5.88543782
ENSRNOG00000017904	Nol7	17	21302624	21307431	-	4808	0.0315	4.2240	0.141205903	0.890524629	0.987957988	-5.886246619
ENSRNOG00000016054	Tab2	1	2375490	2424756	-	49267	0.1314	6.0952	0.657666726	0.525670883	0.919621074	-5.886259497
ENSRNOG00000011632	Cct5	2	82590630	82602930	-	12301	0.1158	5.2187	0.594048362	0.565737622	0.928436193	-5.886309057
ENSRNOG00000013780	Nf1	10	64306301	64536658	+	230358	-0.0880	8.1868	-0.424757562	0.680050122	0.953821085	-5.886562159
ENSRNOG00000010041	Ube2g1	10	57225952	57308568	+	82617	0.1143	6.6247	0.632322713	0.541429763	0.921893255	-5.88663417
ENSRNOG00000009512	Esd	15	50043632	50063144	+	19513	0.0801	4.4430	0.335941042	0.743890411	0.966760941	-5.886723093
ENSRNOG00000006247	Copa	13	84545943	84586874	+	40932	0.1163	5.7014	0.64701722	0.53225957	0.919724773	-5.886893305
ENSRNOG00000023238	Dgkd	9	88516715	88607345	+	90631	-0.1162	5.8983	-0.653443555	0.528277913	0.919621074	-5.886930233
ENSRNOG00000039985	Ube2a	X	116113875	116125070	+	11196	0.0355	4.2366	0.160091111	0.876011993	0.986424704	-5.88698889
ENSRNOG00000032871	Mlc1	7	120046705	120067049	-	20345	-0.0997	4.8244	-0.487583805	0.63640669	0.945219397	-5.887110716
ENSRNOG00000070149	Fut9	5	39351819	39565130	-	213312	0.0252	9.0591	0.110726425	0.914034444	0.99139495	-5.887111767
ENSRNOG00000008825	Ssrp1	3	70118655	70134482	+	15828	0.0187	4.1951	0.079313805	0.938355181	0.9951896	-5.887309119
ENSRNOG00000008626	Manea	5	40196396	40218459	-	22064	0.1053	4.8826	0.513900613	0.618537871	0.940659124	-5.888166346
ENSRNOG00000015134	Map3k12	7	133630835	133640789	-	9955	0.0349	4.2411	0.156946259	0.878425516	0.98705799	-5.888468892
ENSRNOG00000017990	Ubap2l	2	175438703	175493998	-	55296	0.1156	6.7756	0.61884715	0.54991892	0.923161082	-5.888669397
ENSRNOG00000027921	Rlf	5	134711619	134767257	-	55639	-0.1149	5.6466	-0.63732115	0.53830024	0.921893255	-5.888915965
ENSRNOG00000004252	Eif3h	7	83091039	83174451	-	83413	0.1138	5.5591	0.632041257	0.541606294	0.921893255	-5.889129045
ENSRNOG00000028062	Arpc5	13	64887136	64913410	+	26275	0.0010	4.1878	0.004339383	0.996623436	0.999591447	-5.889158041
ENSRNOG00000006965	Aff4	10	37498825	37579751	+	80927	0.1079	7.3385	0.563008077	0.585888692	0.931492419	-5.889503003
ENSRNOG00000021579	Mpp6	4	79124806	79254140	+	129335	-0.1421	6.6386	-0.625128845	0.545952234	0.922828241	-5.889513699
ENSRNOG00000009936	Dido1	3	167772770	167817218	-	44449	0.1248	6.0853	0.652619191	0.528787694	0.919621074	-5.889706988
ENSRNOG00000017420	Nudt6	2	120290847	120306230	-	15384	0.0480	4.2934	0.207746952	0.839616133	0.980939002	-5.89035095
ENSRNOG00000016196	Dlgap1	9	110167448	110726817	+	559370	-0.0618	8.7260	-0.265420796	0.796102192	0.97463009	-5.890426981
ENSRNOG00000002407	Pdxdc1	10	2025360	2113520	+	88161	0.1200	6.5605	0.630353465	0.54266559	0.921893255	-5.890477033
ENSRNOG00000010284	St3gal5	4	104134613	104192558	+	57946	-0.1080	5.1975	-0.579507049	0.575129729	0.929048089	-5.8907508
ENSRNOG00000060869	Irak1	X	151768777	151778521	-	9745	-0.1006	4.9260	-0.518622365	0.615358812	0.939401991	-5.890880237
ENSRNOG00000023919	Nipsnap2	12	26911723	26944166	-	32444	0.0080	4.2040	0.03537477	0.972480374	0.998907808	-5.891021884
ENSRNOG00000022039	Zbtb40	5	149219677	149254415	-	34739	-0.0778	4.5203	-0.360129119	0.726275953	0.963663983	-5.891780563
ENSRNOG00000010239	Cnbp	4	120302771	120311637	-	8867	0.1225	6.3604	0.638074455	0.537829507	0.921893255	-5.891874802
ENSRNOG00000042983	Nudt21	19	10974241	10991682	+	17442	0.0512	4.3282	0.231371513	0.821713782	0.980104239	-5.891917129
ENSRNOG00000004161	Mtif2	14	103270039	103285728	+	15690	0.0390	4.2744	0.177506585	0.862671284	0.984265694	-5.891986839
ENSRNOG00000013718	Herc2	1	106880084	107108134	+	228051	-0.0981	7.7260	-0.501021884	0.6272508	0.942690014	-5.891994549
ENSRNOG00000017297	Cab39	9	86463095	86524544	+	61450	0.1177	6.4158	0.636541341	0.538787787	0.921893255	-5.89212031
ENSRNOG00000011391	Rbsn	4	124683969	124712578	-	28610	-0.0234	4.2260	-0.098983517	0.92311674	0.99286759	-5.892310786
ENSRNOG00000006355	Akap8l	7	11332672	11362275	-	29604	-0.1122	5.4566	-0.614850347	0.552451301	0.923161082	-5.892444806
ENSRNOG00000018673	Sec22b	2	185500004	185522026	+	22023	-0.0429	4.2860	-0.181447762	0.859658354	0.984208372	-5.892552627
ENSRNOG00000013078	Zcchc7	5	58993290	59173300	+	180011	-0.0642	8.6105	-0.297331261	0.772327279	0.970910103	-5.892614429
ENSRNOG00000006997	App	11	24019778	24236561	-	216784	0.0163	9.0395	0.07209698	0.943953073	0.99670702	-5.89264468
ENSRNOG00000010891	Lrrcc1	2	87025598	87060294	-	34697	-0.1099	4.9850	-0.530397688	0.607467129	0.937502213	-5.892896838
ENSRNOG00000067785		8	118268236	118285417	+	17182	-0.0002	4.2060	-0.001034519	0.999195016	0.999591447	-5.892925489
ENSRNOG00000009851	Slc38a9	2	44291989	44368955	+	76967	-0.1193	5.5029	-0.618340313	0.550239687	0.923161082	-5.89320358
ENSRNOG00000008479	Slc8a1	6	13194662	13535628	+	340967	-0.0332	9.0041	-0.10225323	0.920586627	0.992272561	-5.893388734
ENSRNOG00000046975	Sult4a1	7	115216066	115240085	-	24020	0.0610	4.4068	0.286093523	0.780673245	0.972810232	-5.893466105
ENSRNOG00000007981	Klhl23	3	54580961	54594530	+	13570	0.0558	4.3580	0.252314432	0.805932511	0.976054461	-5.893603016
ENSRNOG00000028227	Pbrm1	16	6213300	6311780	+	98481	-0.1143	6.0853	-0.642153435	0.53528475	0.921634237	-5.893646064
ENSRNOG00000015777	Mex3c	18	67166718	67188595	+	21878	0.0937	4.7499	0.461209427	0.65456353	0.948166296	-5.893759067
ENSRNOG00000011879	Nfat5	19	35199016	35286675	+	87660	-0.1022	7.5126	-0.530096699	0.607668197	0.937502213	-5.893777231
ENSRNOG00000006644	Kdm4c	5	88100733	88306818	+	206086	-0.1080	7.3762	-0.549108672	0.595035687	0.933386676	-5.894070779
ENSRNOG00000063070	Pcdhga7	18	29493954	29667868	+	173915	-0.0596	8.7167	-0.254190799	0.804522934	0.976054461	-5.894215501
ENSRNOG00000003680	Gabrb2	10	26936551	27151251	+	214701	0.0906	8.2559	0.390958031	0.704067112	0.960081979	-5.894318427
ENSRNOG00000005434	Sptbn1	14	103842684	104008507	-	165824	0.0114	9.0352	0.050195831	0.960959483	0.998817606	-5.894433034
ENSRNOG00000011589	Camk2d	2	215024004	215286178	+	262175	0.1125	7.6296	0.511485688	0.620166994	0.940759546	-5.894547072
ENSRNOG00000008616	Ubr3	3	54649992	54806247	+	156256	-0.0908	7.9279	-0.457571883	0.657086735	0.948402173	-5.895576457
ENSRNOG00000063535		8	63261090	63264971	-	3882	0.0514	4.3496	0.237555625	0.817044775	0.979975724	-5.895695957
ENSRNOG00000026226	Hook1	5	110824501	110887787	+	63287	-0.1141	5.9432	-0.636899583	0.538563778	0.921893255	-5.895782622
ENSRNOG00000027797	Nit2	11	43363985	43375024	+	11040	-0.0755	4.5361	-0.352519503	0.731800051	0.963663983	-5.895820767
ENSRNOG00000001593	Lnpk	3	59424286	59486518	-	62233	-0.1186	6.1332	-0.638467743	0.53758384	0.921893255	-5.895895087
ENSRNOG00000026277	Zc3h6	3	116204197	116253282	+	49086	-0.1135	5.6925	-0.628531788	0.543810253	0.921893255	-5.895913253
ENSRNOG00000058866	Myo5a	8	75812412	75975918	+	163507	-0.0649	8.5414	-0.307082835	0.765109617	0.969756147	-5.896267078
ENSRNOG00000018718	Rpp30	1	233786099	233808952	+	22854	0.0415	4.3035	0.18645655	0.855832678	0.98341064	-5.896862354
ENSRNOG00000004067	Nrcam	6	61329863	61702992	+	373130	0.0352	8.8955	0.15821784	0.877449479	0.98705799	-5.896893488
